userId,movieId,rating,timestamp
1,31,2.5,1260759144
1,1061,3.0,1260759182
1,1172,4.0,1260759205
1,1287,2.0,1260759187
1,1293,2.0,1260759148
1,1405,1.0,1260759203
1,2193,2.0,1260759198
1,2294,2.0,1260759108
2,39,5.0,835355604
2,50,4.0,835355586
2,62,3.0,835355749
2,110,4.0,835355532
2,153,4.0,835355441
2,165,3.0,835355441
2,168,3.0,835355710
2,208,3.0,835355511
2,223,1.0,835355749
2,248,3.0,835355896
2,261,4.0,835355681
2,265,5.0,835355697
2,266,5.0,835355586
2,314,4.0,835356044
2,319,1.0,835355918
2,339,3.0,835355492
2,349,4.0,835355441
2,357,3.0,835355749
2,367,3.0,835355619
2,370,2.0,835355932
2,371,3.0,835355968
2,410,3.0,835355532
2,485,3.0,835355918
2,508,4.0,835355860
2,515,4.0,835355817
2,527,4.0,835355731
2,537,4.0,835356199
2,539,3.0,835355767
2,550,3.0,835356109
2,586,3.0,835355790
2,588,3.0,835355441
2,589,5.0,835355697
2,616,3.0,835355932
2,720,4.0,835355978
3,355,2.5,1298861589
3,527,3.0,1298862528
3,588,3.0,1298922100
3,592,3.0,1298923247
3,866,3.0,1298861687
3,1378,4.0,1298861658
3,1721,4.5,1298923236
3,1884,4.0,1298863143
3,2028,4.0,1298921862
3,2318,4.0,1298861753
3,2716,3.0,1298924017
3,3510,4.0,1298861633
3,3949,5.0,1298863174
3,5669,3.5,1298862672
3,7361,3.0,1298922065
3,8622,3.5,1298861650
3,8636,3.0,1298932766
3,44191,3.5,1298932740
3,58559,3.0,1298922071
4,153,4.0,949811346
4,173,3.0,949811346
4,296,5.0,949895708
4,356,5.0,949919763
4,357,5.0,949919681
4,380,3.0,949810534
4,431,3.0,949895772
4,440,4.0,949919802
4,442,4.0,949920028
4,588,5.0,949949486
4,589,5.0,949919938
4,596,5.0,949949638
4,858,5.0,949779022
4,919,5.0,949949396
4,1011,4.0,949919454
4,1032,5.0,949949538
4,1033,5.0,949949638
4,1036,5.0,949896244
4,1073,5.0,949919372
4,1127,5.0,949896275
4,1206,5.0,949896159
4,1219,5.0,949779173
4,1220,5.0,949811523
4,1265,5.0,949919591
4,1285,4.0,949811559
4,1288,5.0,949811490
4,1298,4.0,949918927
4,1307,4.0,949811602
4,1332,4.0,949896275
4,1344,5.0,949919247
4,1356,4.0,949810582
4,1372,3.0,949920004
4,1663,4.0,949811559
4,1674,5.0,949896244
4,1918,2.0,949895956
4,1967,3.0,949949538
4,2002,3.0,949895907
4,2021,4.0,949896114
4,2033,4.0,949982239
4,2034,4.0,949896183
4,2054,3.0,949896114
4,2064,5.0,949918648
4,2091,5.0,949896183
4,2105,4.0,949896114
4,2110,3.0,949896309
4,2141,4.0,949982239
4,2144,5.0,949811603
4,2248,4.0,949811559
4,2268,5.0,949895772
4,2289,5.0,949919556
4,2348,4.0,949918927
4,2371,4.0,949811603
4,2406,5.0,949918994
4,2454,5.0,949982274
4,2551,4.0,949896275
4,2628,5.0,949810582
4,2640,5.0,949810261
4,2659,3.0,949918671
4,2723,5.0,949810582
4,2788,5.0,949919399
4,2791,5.0,949811490
4,2797,5.0,949896070
4,2804,5.0,949811738
4,2822,3.0,949811230
4,2872,5.0,949896114
4,2916,4.0,949810534
4,2987,5.0,949918807
4,3034,5.0,949949444
4,3108,5.0,949919738
4,3208,2.0,949778946
4,3251,5.0,949918970
4,3255,4.0,949919738
4,3263,3.0,949919845
5,3,4.0,1163374957
5,141,4.0,1163374242
5,150,4.0,1163374404
5,344,3.5,1163373636
5,367,4.0,1163373755
5,377,4.0,1163373610
5,588,3.5,1163373551
5,788,3.5,1163374993
5,858,2.5,1163373651
5,903,3.5,1163373135
5,1022,4.0,1163373316
5,1193,3.0,1163374173
5,1247,4.0,1163374582
5,1485,4.5,1163374608
5,1777,4.0,1163374601
5,1968,4.0,1163374324
5,2023,1.5,1163373188
5,2081,5.0,1163373109
5,2273,4.0,1163373276
5,2918,3.5,1163374278
5,2997,3.5,1163374127
5,3897,4.5,1163374235
5,3948,3.5,1163374198
5,4018,4.0,1163375025
5,4025,4.5,1163375145
5,4447,4.5,1163375033
5,4718,3.5,1163375131
5,4963,3.0,1163373548
5,4995,4.5,1163373616
5,6218,3.5,1163374491
5,6377,4.0,1163373626
5,8376,4.0,1163374742
5,30707,4.5,1163374340
5,30749,4.5,1163374702
5,48385,4.5,1163374357
6,903,4.0,1108134299
6,1285,4.5,1108134339
6,1358,2.0,1109258181
6,2528,3.0,1109258245
6,2571,1.0,1109258202
6,2692,4.0,1108134274
6,3114,4.0,1109258183
6,3300,3.5,1109258250
6,3751,1.5,1109258190
6,4641,1.5,1109258217
6,8368,3.5,1108134526
6,8636,4.0,1108134537
6,8784,3.0,1108134531
7,1,3.0,851866703
7,31,3.0,851868750
7,104,3.0,851866744
7,141,4.0,851866704
7,151,4.0,851868206
7,272,3.0,851868188
7,318,5.0,851868187
7,345,3.0,851867621
7,355,3.0,851867941
7,356,3.0,851868188
7,364,3.0,851868020
7,480,4.0,851869161
7,539,3.0,851867688
7,671,4.0,851866806
7,720,5.0,851868019
7,724,2.0,851866784
7,736,1.0,851866704
7,780,3.0,851866703
7,1036,3.0,851869102
7,1073,3.0,851866744
7,1136,4.0,851867289
7,1198,5.0,851869035
7,1223,5.0,851868044
7,1242,5.0,851868289
7,1275,4.0,851869080
7,1353,3.0,851866935
7,1394,3.0,851867688
7,1405,5.0,851866978
8,47,5.0,1154464836
8,50,5.0,1154400173
8,356,4.0,1154400390
8,524,2.0,1154400357
8,589,4.0,1154464853
8,593,4.5,1154464833
8,628,4.0,1154400284
8,805,3.5,1154389432
8,1197,4.0,1154464887
8,1198,4.0,1154464730
8,1210,4.0,1154464769
8,1225,4.0,1154465394
8,1291,4.0,1154464720
8,1500,4.0,1154465235
8,1617,3.5,1154464990
8,1625,5.0,1154389385
8,1754,3.0,1154400308
8,1961,5.0,1154473322
8,2028,4.0,1154473259
8,2100,3.0,1154389460
8,2571,5.0,1154464738
8,2770,2.5,1154389541
8,2804,3.5,1154473419
8,2918,5.0,1154473364
8,3916,3.5,1154400198
8,4011,4.5,1154464873
8,4226,5.0,1154464905
8,4262,4.0,1154464915
8,4448,2.5,1154400334
8,4886,3.5,1154464808
8,4963,4.5,1154400383
8,4973,4.0,1154465373
8,4995,3.5,1154389449
8,5064,5.0,1154400236
8,5378,3.5,1154389552
8,5445,4.5,1154400449
8,5650,4.0,1154465399
8,5669,3.0,1154465385
8,5989,3.5,1154400444
8,6377,4.0,1154389474
8,7153,4.0,1154464753
8,8784,4.5,1154464868
8,8873,4.0,1154465499
8,8874,3.0,1154465548
8,32587,3.5,1154465243
8,33166,4.5,1154473310
8,33493,4.5,1154400263
8,43556,3.5,1154473022
9,26,3.0,938628655
9,534,5.0,938628337
9,593,4.0,938628843
9,733,2.0,938628337
9,1059,5.0,938629250
9,1357,4.0,938628655
9,1358,4.0,938628450
9,1541,2.0,938628777
9,1680,4.0,938629054
9,1682,5.0,938628690
9,1721,3.0,938629470
9,2028,4.0,938629341
9,2125,4.0,938629522
9,2140,4.0,938629747
9,2391,4.0,939122916
9,2396,4.0,938628577
9,2427,2.0,938629681
9,2571,5.0,938628450
9,2628,3.0,938628843
9,2762,4.0,938627748
10,345,4.0,942766603
10,592,3.0,942767328
10,1196,4.0,942767258
10,1198,4.0,942767258
10,1210,4.0,942767258
10,1220,3.0,942767328
10,1423,4.0,942766420
10,1499,3.0,942766845
10,1690,3.0,942766679
10,1719,5.0,942766472
10,1923,5.0,942766515
10,2344,5.0,942766991
10,2406,4.0,942767328
10,2410,2.0,942767328
10,2826,5.0,942766109
10,2841,4.0,942766029
10,2890,4.0,942765978
10,3005,3.0,942766059
10,3019,4.0,942767571
11,126,4.0,1391657561
11,169,3.0,1391657297
11,296,5.0,1391658423
11,923,5.0,1391658556
11,1027,4.5,1391658634
11,71211,3.5,1391657720
11,77455,4.5,1391658141
11,80489,4.5,1391658399
11,80906,3.0,1391658137
11,88129,4.0,1391658385
11,91500,4.5,1391658311
11,91529,4.5,1391658125
11,104841,5.0,1391658157
12,253,3.0,968045587
12,538,3.0,968045438
12,673,1.0,968045732
12,736,4.0,968045680
12,737,3.0,968045764
12,1028,1.0,968045500
12,1032,2.0,968045561
12,1235,5.0,968045354
12,1374,1.0,968045475
12,1387,4.0,968045475
12,1732,3.0,968045529
12,2259,2.0,955407153
12,2355,2.0,968045475
12,3146,2.0,968045732
12,3148,1.0,968045379
12,3176,3.0,968045649
12,3324,1.0,968045732
12,3474,4.0,955407153
12,3801,3.0,968045198
12,3825,5.0,968045142
12,3844,1.0,968045074
12,3863,5.0,968045015
12,3864,3.0,968045015
12,3869,2.0,968044981
